EmployeeNumber,Age,AgeBand,Attrition,AttritionFlag,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyPayrollCost,MonthlyRate,HourlyRate,DailyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,LastReviewDate,ManagerID,WorkLocation,RemoteWork,ExitReason
99,33,26-35,No,0,Travel_Rarely,Sales,28,4,Life Sciences,1,Female,2,Sales Executive,Divorced,5211,7168,7992,44,920,0,No,16,3,2,2,3,3,80,3,10,3,4,3,0,3,0,2021-05-14,2024-08-14,1050,Malmo,Full Remote,Not applicable
100,27,26-35,No,0,Travel_Rarely,Research & Development,19,4,Medical,1,Male,2,Healthcare Representative,Married,6619,8726,20514,58,1471,2,No,24,3,4,1,4,4,80,0,8,0,1,0,0,0,0,2024-04-11,2024-04-08,1089,Malmo,Hybrid,Not applicable
101,23,18-25,No,0,Non-Travel,Research & Development,29,4,Technical Degree,1,Female,1,Research Scientist,Married,4482,5766,20777,87,280,0,Yes,17,3,4,3,2,3,80,0,0,3,3,0,0,0,0,2024-05-18,2024-07-23,1016,Helsinki,Hybrid,Not applicable
102,33,26-35,No,0,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,Sales Executive,Single,6607,9064,19946,96,865,3,No,16,3,4,3,4,3,80,0,12,2,4,0,0,0,0,2024-12-09,2024-10-08,1064,Oslo,Hybrid,Not applicable
103,47,46-55,No,0,Travel_Rarely,Research & Development,11,3,Marketing,1,Male,5,Manufacturing Director,Divorced,15015,20997,24669,52,362,1,No,25,3,2,4,1,1,80,2,26,2,4,15,0,0,5,2009-02-03,2024-02-28,1078,Copenhagen,Hybrid,Not applicable
104,56,56+,No,0,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,5,Research Scientist,Married,7769,10231,23861,83,1480,3,No,20,3,3,3,2,2,80,1,32,3,3,1,1,0,1,2023-04-04,2024-08-07,1055,Stockholm,Hybrid,Not applicable
105,45,36-45,No,0,Travel_Frequently,Sales,23,3,Medical,1,Female,4,Sales Executive,Married,10649,14466,8654,86,561,6,No,16,3,4,2,3,1,80,0,26,5,4,13,1,7,0,2011-01-10,2024-01-03,1083,Copenhagen,Hybrid,Not applicable
106,36,36-45,No,0,Non-Travel,Research & Development,6,2,Life Sciences,1,Male,2,Laboratory Technician,Single,5777,7734,18074,100,833,5,Yes,23,3,3,1,3,4,80,0,14,3,2,8,1,4,0,2016-01-07,2024-07-22,1068,Oslo,Hybrid,Not applicable
107,31,26-35,No,0,Travel_Rarely,Research & Development,11,5,Marketing,1,Female,2,Manufacturing Director,Married,7750,9671,18936,77,1153,0,No,12,3,3,4,2,2,80,1,12,4,1,4,1,4,4,2020-05-19,2024-04-26,1006,Copenhagen,Full Remote,Not applicable
108,44,36-45,No,0,Travel_Rarely,Sales,25,4,Technical Degree,1,Male,4,Sales Representative,Divorced,4775,6274,20840,59,629,0,Yes,15,3,1,2,1,4,80,0,23,2,3,13,0,4,0,2011-05-20,2024-02-13,1052,Copenhagen,No,Not applicable
109,24,18-25,No,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Laboratory Technician,Married,3257,4413,14226,31,1233,4,No,24,3,2,2,4,3,80,0,2,5,2,2,2,2,0,2022-10-22,2024-10-29,1006,Stockholm,Hybrid,Not applicable
110,33,26-35,No,0,Travel_Rarely,Research & Development,5,2,Marketing,1,Female,2,Research Scientist,Divorced,5109,6466,23997,60,304,2,Yes,16,4,4,1,3,1,80,0,14,2,3,7,0,7,7,2017-11-29,2024-09-23,1041,Helsinki,No,Not applicable
111,35,26-35,No,0,Travel_Frequently,Research & Development,23,4,Technical Degree,1,Male,3,Laboratory Technician,Divorced,4590,5632,26036,39,254,4,Yes,19,3,3,4,1,2,80,2,13,1,1,9,0,6,1,2015-04-20,2024-02-12,1004,Gothenburg,Hybrid,Not applicable
112,37,36-45,No,0,Travel_Frequently,Research & Development,29,3,Life Sciences,1,Male,3,Manufacturing Director,Single,10660,14461,17843,75,182,1,No,13,3,2,2,4,2,80,1,17,4,2,12,3,1,0,2012-04-30,2024-09-04,1009,Copenhagen,No,Not applicable
113,21,18-25,No,0,Travel_Rarely,Research & Development,17,3,Life Sciences,1,Female,2,Laboratory Technician,Married,4173,5812,2216,94,384,4,No,18,3,1,3,4,2,80,0,1,2,4,1,0,0,1,2023-09-07,2024-11-22,1066,Malmo,No,Not applicable
114,43,36-45,No,0,Travel_Rarely,Sales,16,1,Medical,1,Female,3,Sales Executive,Divorced,10175,13563,25578,66,275,1,Yes,20,3,1,2,1,2,80,2,18,2,3,5,1,4,0,2019-02-27,2024-05-04,1062,Oslo,Hybrid,Not applicable
115,41,36-45,No,0,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Female,4,Laboratory Technician,Single,4016,5536,24235,85,1169,2,Yes,19,3,1,2,4,1,80,0,22,4,1,5,3,2,1,2019-12-12,2024-01-09,1068,Oslo,Full Remote,Not applicable
116,37,36-45,No,0,Travel_Rarely,Research & Development,25,3,Life Sciences,1,Male,2,Research Scientist,Single,4231,5250,19567,84,1256,0,No,20,3,1,1,4,2,80,0,12,2,3,12,2,1,1,2012-08-16,2024-01-18,1051,Oslo,Hybrid,Not applicable
117,28,26-35,No,0,Travel_Frequently,Research & Development,28,4,Life Sciences,1,Female,2,Manufacturing Director,Single,8900,10638,9266,77,263,1,No,12,3,1,2,4,1,80,2,6,3,1,1,1,1,1,2023-06-20,2024-06-09,1079,Malmo,Hybrid,Not applicable
118,19,18-25,No,0,Travel_Rarely,Research & Development,10,3,Medical,1,Male,1,Manufacturing Director,Married,5673,6715,25056,38,284,1,No,19,3,1,2,1,3,80,0,0,3,4,0,0,0,0,2024-03-21,2024-03-08,1045,Copenhagen,Full Remote,Not applicable
119,44,36-45,No,0,Travel_Frequently,Research & Development,4,3,Medical,1,Male,4,Manager,Divorced,20000,28372,24181,59,746,0,No,23,3,2,3,4,4,80,1,22,2,1,1,0,1,0,2023-07-06,2024-04-11,1069,Stockholm,Hybrid,Not applicable
120,24,18-25,No,0,Non-Travel,Research & Development,6,2,Marketing,1,Male,1,Manager,Divorced,11088,14524,3384,91,860,0,No,18,3,2,2,3,2,80,0,4,5,1,4,1,3,0,2020-04-25,2024-03-12,1036,Helsinki,No,Not applicable
121,26,26-35,No,0,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,2,Manufacturing Director,Divorced,8713,12285,13242,76,476,2,No,19,3,1,1,2,4,80,0,5,2,1,2,0,2,2,2022-09-17,2024-05-31,1090,Copenhagen,Hybrid,Not applicable
122,44,36-45,No,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,Research Scientist,Married,6050,8320,17615,42,1021,4,Yes,12,3,4,2,3,4,80,0,23,1,3,4,3,4,4,2020-08-22,2024-06-30,1047,Gothenburg,Hybrid,Not applicable
123,34,26-35,No,0,Travel_Rarely,Research & Development,21,3,Medical,1,Female,3,Healthcare Representative,Divorced,6858,8209,7308,73,567,5,No,20,4,4,3,4,2,80,1,14,2,2,2,2,2,2,2022-02-02,2024-08-04,1091,Copenhagen,Hybrid,Not applicable
124,29,26-35,No,0,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Research Scientist,Married,4815,6395,4762,79,733,0,No,23,3,4,1,1,1,80,1,2,2,4,2,2,2,2,2022-08-10,2024-05-19,1081,Oslo,No,Not applicable
125,36,36-45,No,0,Non-Travel,Research & Development,18,3,Medical,1,Male,4,Healthcare Representative,Single,10215,13336,26847,47,804,1,No,15,3,4,3,3,4,80,1,17,2,2,5,1,5,1,2019-04-05,2024-12-27,1089,Helsinki,Full Remote,Not applicable
126,38,36-45,No,0,Travel_Frequently,Research & Development,14,3,Marketing,1,Male,3,Research Scientist,Single,7124,9180,24953,92,484,4,No,15,3,4,2,3,3,80,0,19,2,3,3,0,1,0,2021-10-17,2024-12-06,1069,Oslo,Full Remote,Not applicable
127,43,36-45,No,0,Travel_Rarely,Human Resources,12,4,Life Sciences,1,Male,4,Manager,Married,20000,25447,16514,61,168,0,No,14,3,4,2,2,3,80,2,22,3,4,11,1,2,4,2013-11-17,2024-04-09,1086,Oslo,Hybrid,Not applicable
128,33,26-35,Yes,1,Travel_Rarely,Research & Development,7,2,Medical,1,Female,2,Laboratory Technician,Married,5290,6999,14169,41,609,1,No,22,3,3,1,4,2,80,3,11,3,1,0,0,0,0,2024-11-16,2024-01-15,1080,Malmo,No,Work-life balance
129,43,36-45,No,0,Travel_Rarely,Research & Development,29,2,Technical Degree,1,Female,5,Research Scientist,Married,9206,12883,20170,50,241,1,No,20,3,3,4,2,2,80,0,24,4,3,3,2,1,3,2021-05-17,2024-08-02,1034,Gothenburg,Hybrid,Not applicable
130,31,26-35,No,0,Non-Travel,Sales,22,4,Life Sciences,1,Male,2,Sales Executive,Single,6745,8132,8278,42,165,0,No,14,3,3,1,1,1,80,2,12,4,1,0,0,0,0,2024-06-17,2024-01-30,1063,Gothenburg,Hybrid,Not applicable
131,43,36-45,No,0,Travel_Frequently,Research & Development,15,3,Life Sciences,1,Female,3,Laboratory Technician,Married,5419,6694,14626,54,495,7,No,22,3,3,1,1,3,80,3,19,1,1,0,0,0,0,2024-08-27,2024-03-15,1081,Oslo,Hybrid,Not applicable
132,36,36-45,No,0,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,2,Laboratory Technician,Single,2516,3301,26398,62,837,1,No,23,3,3,3,4,4,80,1,14,2,3,6,1,6,0,2018-05-19,2024-06-11,1001,Malmo,No,Not applicable
133,49,46-55,No,0,Travel_Rarely,Human Resources,27,2,Life Sciences,1,Male,4,Manager,Married,20000,25158,17811,52,1099,0,No,25,3,3,3,2,2,80,1,30,2,3,15,1,11,4,2009-01-17,2024-01-07,1074,Stockholm,Hybrid,Not applicable
134,40,36-45,No,0,Travel_Frequently,Research & Development,28,3,Medical,1,Male,3,Manager,Divorced,16991,23119,20849,94,284,2,No,18,3,1,3,2,3,80,0,18,6,2,8,5,8,1,2016-08-08,2024-06-13,1019,Copenhagen,No,Not applicable
135,45,36-45,No,0,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,4,Laboratory Technician,Married,6314,7487,11988,51,816,0,No,21,3,3,1,1,4,80,0,26,2,4,3,0,3,0,2021-05-21,2024-02-16,1019,Helsinki,No,Not applicable
136,39,36-45,Yes,1,Travel_Frequently,Research & Development,28,2,Medical,1,Female,2,Healthcare Representative,Married,7272,8878,11306,55,1365,2,No,25,3,2,2,3,4,80,1,15,2,2,12,0,10,8,2012-05-11,2024-01-31,1002,Helsinki,Hybrid,Career change
137,34,26-35,No,0,Travel_Rarely,Research & Development,23,2,Medical,1,Female,2,Laboratory Technician,Divorced,6591,8334,22487,68,583,3,No,21,3,1,1,2,3,80,1,6,0,3,5,1,2,5,2019-04-22,2024-08-12,1008,Malmo,No,Not applicable
138,60,56+,No,0,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,4,Research Scientist,Married,7752,10459,19164,47,980,1,No,14,3,3,3,4,2,80,1,30,3,2,7,1,0,1,2017-10-21,2024-01-31,1073,Oslo,No,Not applicable
139,31,26-35,No,0,Non-Travel,Research & Development,29,4,Medical,1,Male,1,Laboratory Technician,Single,2472,3053,2854,75,262,2,No,20,3,2,1,2,2,80,1,1,2,1,0,0,0,0,2024-05-02,2024-10-24,1065,Gothenburg,Hybrid,Not applicable
140,29,26-35,No,0,Non-Travel,Research & Development,1,2,Life Sciences,1,Male,2,Laboratory Technician,Single,3695,4902,26329,98,1175,3,No,24,4,4,4,3,4,80,1,10,3,2,2,0,2,0,2022-01-07,2024-12-12,1067,Stockholm,Hybrid,Not applicable
141,42,36-45,No,0,Travel_Frequently,Research & Development,17,4,Marketing,1,Male,3,Healthcare Representative,Single,9407,13119,19904,47,905,1,No,12,3,4,3,1,2,80,2,23,3,4,23,1,3,3,2001-05-22,2024-12-19,1023,Helsinki,Hybrid,Not applicable
142,47,46-55,Yes,1,Travel_Frequently,Research & Development,23,1,Medical,1,Female,4,Manufacturing Director,Married,11123,15177,16622,66,1382,0,No,11,3,4,1,2,3,80,0,28,3,2,3,3,3,3,2021-10-27,2024-09-19,1001,Copenhagen,No,Relocation
143,40,36-45,No,0,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,Research Scientist,Married,5962,7190,7840,50,1476,2,Yes,15,3,2,1,3,1,80,2,19,3,2,9,2,4,0,2015-01-31,2024-01-12,1090,Gothenburg,Hybrid,Not applicable
144,40,36-45,No,0,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Female,2,Laboratory Technician,Married,2720,3819,25160,66,974,8,No,12,3,4,2,2,1,80,1,8,3,1,7,0,1,4,2017-07-25,2024-08-21,1068,Gothenburg,Full Remote,Not applicable
145,38,36-45,No,0,Travel_Rarely,Research & Development,20,3,Marketing,1,Female,3,Research Scientist,Single,5881,7035,11839,94,1226,2,Yes,14,3,4,4,1,3,80,1,19,0,3,4,2,0,2,2020-12-30,2024-11-03,1088,Copenhagen,Hybrid,Not applicable
146,30,26-35,No,0,Travel_Rarely,Research & Development,5,3,Marketing,1,Male,2,Laboratory Technician,Divorced,2242,2835,6892,65,163,0,No,23,4,1,3,3,1,80,1,0,4,2,0,0,0,0,2024-06-23,2024-02-15,1069,Oslo,Hybrid,Not applicable
147,22,18-25,No,0,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,1,Research Scientist,Single,3061,3839,12726,48,301,5,No,19,3,1,4,1,4,80,0,0,3,2,0,0,0,0,2024-04-12,2024-01-20,1017,Oslo,Hybrid,Not applicable
148,34,26-35,Yes,1,Travel_Rarely,Research & Development,2,4,Medical,1,Male,2,Research Scientist,Married,3943,4667,22412,95,309,0,Yes,12,3,2,3,3,3,80,1,15,1,4,14,2,2,0,2010-07-10,2024-03-25,1041,Oslo,Full Remote,Work-life balance
149,32,26-35,No,0,Travel_Rarely,Research & Development,2,3,Medical,1,Female,3,Healthcare Representative,Married,8481,10960,16928,69,1419,0,Yes,22,3,3,3,2,1,80,1,12,3,4,12,0,9,0,2012-05-11,2024-05-05,1030,Oslo,No,Not applicable
150,36,36-45,Yes,1,Travel_Rarely,Research & Development,3,4,Medical,1,Female,3,Research Director,Married,20000,24769,7210,91,886,1,Yes,20,3,4,1,3,1,80,1,17,2,3,13,5,2,1,2011-09-21,2024-01-11,1076,Helsinki,Hybrid,Manager relationship
151,35,26-35,Yes,1,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,3,Research Scientist,Single,5555,7074,20937,87,500,2,No,15,3,1,1,2,2,80,1,12,2,1,7,5,3,0,2017-07-25,2024-07-31,1073,Copenhagen,Full Remote,Retirement
152,32,26-35,No,0,Travel_Rarely,Human Resources,2,4,Life Sciences,1,Male,1,Human Resources,Single,1706,2207,8167,79,837,1,No,13,4,2,4,4,3,80,0,0,2,4,0,0,0,0,2024-10-15,2024-08-06,1086,Oslo,No,Not applicable
153,51,46-55,No,0,Non-Travel,Sales,15,3,Medical,1,Male,5,Sales Executive,Divorced,11829,16588,20885,76,168,0,No,17,3,2,2,4,1,80,2,30,2,4,3,0,2,3,2021-03-18,2024-04-28,1091,Copenhagen,No,Not applicable
154,35,26-35,No,0,Travel_Rarely,Research & Development,29,3,Medical,1,Female,2,Research Scientist,Married,4679,5852,7488,34,1323,0,No,23,3,3,1,4,4,80,1,11,2,4,11,4,0,1,2013-03-22,2024-08-20,1008,Malmo,Hybrid,Not applicable
155,60,56+,No,0,Travel_Rarely,Sales,9,4,Medical,1,Male,5,Sales Executive,Single,12724,17968,21514,49,1115,1,Yes,12,3,3,2,3,2,80,0,35,0,4,5,0,5,2,2019-06-06,2024-06-18,1031,Malmo,Hybrid,Not applicable
156,40,36-45,No,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,3,Laboratory Technician,Divorced,6921,8328,19409,75,984,7,Yes,11,3,4,1,3,4,80,1,20,3,4,5,0,2,0,2019-02-04,2024-08-14,1043,Copenhagen,No,Not applicable
157,31,26-35,Yes,1,Non-Travel,Sales,23,1,Medical,1,Female,1,Sales Executive,Single,5296,7083,9104,45,345,2,Yes,20,3,3,2,3,3,80,0,7,1,2,7,2,1,0,2017-02-28,2024-10-26,1049,Malmo,Hybrid,Retirement
158,48,46-55,Yes,1,Travel_Rarely,Human Resources,14,4,Life Sciences,1,Male,4,Human Resources,Married,5774,7357,23151,92,322,1,Yes,20,3,3,1,3,3,80,1,28,4,2,3,3,1,3,2021-05-27,2024-09-11,1079,Stockholm,Full Remote,Retirement
159,39,36-45,No,0,Travel_Rarely,Research & Development,2,3,Medical,1,Female,4,Manufacturing Director,Married,12210,15976,13761,72,1496,3,No,20,3,4,1,2,1,80,3,17,2,4,1,1,1,0,2023-12-05,2024-02-12,1083,Stockholm,Hybrid,Not applicable
160,27,26-35,Yes,1,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Healthcare Representative,Married,8061,11381,2537,34,794,1,No,19,3,2,1,2,4,80,0,3,2,4,3,2,3,3,2021-12-12,2024-06-07,1016,Malmo,Hybrid,Compensation
161,33,26-35,No,0,Non-Travel,Research & Development,16,1,Medical,1,Male,2,Research Scientist,Single,4049,5559,15966,73,1489,1,No,12,3,1,4,2,1,80,0,10,3,1,0,0,0,0,2024-11-01,2024-01-16,1074,Gothenburg,No,Not applicable
162,41,36-45,Yes,1,Travel_Rarely,Research & Development,18,4,Medical,1,Female,4,Healthcare Representative,Married,9770,13386,17597,46,522,0,Yes,25,3,1,4,1,1,80,0,19,3,1,0,0,0,0,2024-08-16,2024-04-08,1058,Oslo,Full Remote,Manager relationship
163,50,46-55,Yes,1,Travel_Rarely,Research & Development,12,4,Medical,1,Male,4,Laboratory Technician,Single,5327,7465,3770,76,683,2,No,18,3,2,3,1,2,80,1,31,5,1,1,1,1,1,2023-08-27,2024-07-13,1079,Stockholm,No,Manager relationship
164,37,36-45,No,0,Travel_Rarely,Sales,14,3,Life Sciences,1,Male,3,Sales Executive,Married,8888,11458,14692,77,379,1,No,20,4,4,2,1,4,80,0,15,2,4,6,0,3,1,2018-09-26,2024-02-12,1046,Copenhagen,No,Not applicable
165,35,26-35,No,0,Travel_Rarely,Sales,20,3,Medical,1,Male,3,Sales Executive,Divorced,8567,10782,20987,58,1311,1,No,14,3,4,2,4,4,80,0,16,4,3,10,0,8,1,2014-03-17,2024-12-29,1054,Stockholm,No,Not applicable
166,37,36-45,Yes,1,Travel_Frequently,Research & Development,18,3,Life Sciences,1,Male,2,Research Scientist,Married,4960,6793,14137,89,1397,0,Yes,13,3,3,2,4,1,80,1,15,3,4,3,3,1,1,2021-02-15,2024-11-25,1050,Copenhagen,Hybrid,Retirement
167,33,26-35,No,0,Non-Travel,Research & Development,17,3,Medical,1,Male,2,Manager,Divorced,13815,18225,25030,56,561,2,Yes,23,3,1,2,2,3,80,1,11,3,2,1,1,1,1,2023-08-19,2024-04-18,1088,Copenhagen,No,Not applicable
168,26,26-35,No,0,Travel_Frequently,Research & Development,12,1,Technical Degree,1,Male,2,Research Scientist,Divorced,5628,7822,19061,32,700,0,No,13,3,4,2,3,1,80,0,0,1,1,0,0,0,0,2024-01-18,2024-03-29,1017,Helsinki,No,Not applicable
169,32,26-35,No,0,Travel_Rarely,Research & Development,11,3,Medical,1,Male,3,Research Scientist,Married,6728,9483,22271,50,1196,7,No,11,3,2,3,2,3,80,1,13,3,2,4,4,2,3,2020-10-05,2024-01-04,1089,Malmo,Hybrid,Not applicable
170,42,36-45,No,0,Travel_Rarely,Sales,23,3,Life Sciences,1,Female,3,Sales Executive,Married,9903,13362,17529,67,1274,0,No,19,3,1,4,4,2,80,2,23,5,4,23,1,0,1,2001-03-24,2024-05-19,1044,Malmo,No,Not applicable
171,35,26-35,No,0,Travel_Rarely,Research & Development,20,2,Life Sciences,1,Male,4,Research Scientist,Single,7374,9340,6847,84,857,1,No,21,3,1,4,2,4,80,1,16,1,3,14,0,1,1,2010-12-30,2024-08-08,1045,Copenhagen,No,Not applicable
172,31,26-35,Yes,1,Travel_Rarely,Research & Development,29,1,Life Sciences,1,Male,2,Research Scientist,Single,4959,6401,20609,47,508,5,No,19,4,3,1,4,1,80,0,4,2,1,4,1,4,0,2020-06-21,2024-08-05,1071,Stockholm,Hybrid,Manager relationship
173,22,18-25,No,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Manager,Married,12942,17548,2574,63,433,2,No,22,3,4,1,3,4,80,2,2,2,4,2,1,2,2,2022-10-20,2024-07-21,1060,Malmo,No,Not applicable
174,29,26-35,Yes,1,Travel_Rarely,Sales,3,4,Medical,1,Male,2,Sales Executive,Single,7768,10883,7342,43,546,0,Yes,16,3,3,3,3,1,80,2,9,2,3,2,1,2,1,2022-09-11,2024-09-26,1072,Malmo,Hybrid,Relocation
175,27,26-35,No,0,Travel_Rarely,Research & Development,27,2,Medical,1,Female,1,Laboratory Technician,Married,4373,5605,5660,39,138,0,No,13,3,3,1,1,2,80,2,5,2,2,4,0,0,1,2020-05-27,2024-12-10,1026,Stockholm,No,Not applicable
176,60,56+,Yes,1,Travel_Frequently,Research & Development,4,2,Life Sciences,1,Male,5,Laboratory Technician,Single,7534,9236,11235,51,1200,0,No,23,3,3,3,3,2,80,1,38,3,2,3,0,0,1,2021-11-13,2024-09-13,1065,Helsinki,Hybrid,Retirement
177,37,36-45,Yes,1,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,Laboratory Technician,Single,6034,7447,15345,67,976,0,No,18,3,4,1,4,3,80,1,16,5,4,5,0,0,0,2019-11-29,2024-05-02,1087,Oslo,No,Work-life balance
178,32,26-35,No,0,Non-Travel,Research & Development,24,3,Medical,1,Male,3,Laboratory Technician,Single,4564,5883,6003,62,1102,2,No,18,3,4,4,3,3,80,0,11,5,4,3,1,3,3,2021-02-15,2024-10-24,1004,Stockholm,Hybrid,Not applicable
179,36,36-45,No,0,Travel_Frequently,Research & Development,22,3,Medical,1,Male,2,Healthcare Representative,Divorced,6844,8129,20240,68,436,4,Yes,11,3,1,1,4,1,80,1,15,2,4,4,1,4,2,2020-10-26,2024-07-25,1092,Helsinki,Hybrid,Not applicable
180,30,26-35,No,0,Travel_Rarely,Sales,16,2,Life Sciences,1,Female,1,Sales Executive,Married,4760,5681,10002,61,580,0,No,16,3,3,3,1,3,80,0,7,2,4,4,4,1,2,2020-03-05,2024-11-18,1089,Stockholm,Full Remote,Not applicable
181,42,36-45,No,0,Travel_Rarely,Sales,16,3,Marketing,1,Male,3,Sales Executive,Married,10125,13491,4468,98,538,0,No,18,3,2,3,4,3,80,1,23,2,2,5,2,0,1,2019-12-10,2024-08-01,1074,Helsinki,Hybrid,Not applicable
182,50,46-55,No,0,Travel_Frequently,Research & Development,12,3,Medical,1,Male,4,Laboratory Technician,Single,5519,7754,10779,98,1358,0,No,22,3,3,4,2,1,80,1,28,5,2,4,2,2,2,2020-05-25,2024-03-17,1094,Malmo,No,Not applicable
183,30,26-35,No,0,Travel_Rarely,Sales,21,2,Medical,1,Male,2,Sales Representative,Divorced,3972,5550,8618,50,658,1,No,21,3,2,2,1,2,80,1,6,2,3,6,1,6,5,2018-08-24,2024-08-11,1085,Oslo,Hybrid,Not applicable
184,34,26-35,No,0,Travel_Rarely,Sales,29,4,Life Sciences,1,Male,2,Sales Executive,Single,5672,7488,14777,60,966,3,No,24,3,1,3,4,1,80,1,15,2,2,12,1,12,0,2012-11-11,2024-10-03,1028,Copenhagen,Hybrid,Not applicable
185,28,26-35,No,0,Travel_Rarely,Research & Development,5,4,Medical,1,Male,1,Manager,Divorced,12564,17411,14729,31,904,2,Yes,14,3,2,3,4,3,80,2,0,3,3,0,0,0,0,2024-08-24,2024-07-30,1012,Oslo,No,Not applicable
186,42,36-45,No,0,Non-Travel,Research & Development,25,4,Technical Degree,1,Male,3,Healthcare Representative,Married,9783,11975,16529,47,106,0,No,21,3,3,1,3,4,80,1,22,1,3,9,4,0,0,2015-02-17,2024-07-28,1041,Gothenburg,No,Not applicable
187,18,18-25,Yes,1,Travel_Frequently,Sales,16,3,Life Sciences,1,Female,1,Sales Executive,Single,5901,7287,4915,89,506,5,No,21,3,2,4,4,2,80,3,0,3,1,0,0,0,0,2024-10-07,2024-12-06,1052,Helsinki,Hybrid,Relocation
188,42,36-45,Yes,1,Travel_Rarely,Sales,16,4,Life Sciences,1,Male,4,Sales Executive,Single,10116,14306,9716,87,608,1,No,15,3,4,2,2,3,80,0,20,1,2,0,0,0,0,2024-01-17,2024-02-04,1059,Stockholm,Hybrid,Career change
189,45,36-45,No,0,Travel_Rarely,Research & Development,2,4,Other,1,Female,4,Research Director,Divorced,20000,24415,18149,73,1058,1,No,15,3,4,3,4,3,80,3,26,3,2,2,2,2,0,2022-07-24,2024-01-03,1068,Helsinki,No,Not applicable
190,41,36-45,Yes,1,Travel_Frequently,Sales,20,2,Marketing,1,Male,3,Sales Executive,Married,9085,12259,16300,44,1113,0,No,13,3,2,4,1,2,80,0,14,2,2,9,7,8,0,2015-07-06,2024-01-03,1072,Helsinki,Hybrid,Manager relationship
191,40,36-45,No,0,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Female,3,Healthcare Representative,Divorced,9254,11638,2946,40,1042,2,Yes,20,3,4,1,3,1,80,1,21,2,3,6,0,1,2,2018-01-31,2024-04-30,1059,Malmo,Full Remote,Not applicable
192,35,26-35,Yes,1,Non-Travel,Research & Development,24,4,Life Sciences,1,Male,3,Laboratory Technician,Single,5577,7624,11336,49,346,3,No,11,3,4,1,4,3,80,0,16,2,2,16,9,5,1,2008-05-29,2024-07-26,1088,Oslo,Hybrid,Relocation
193,32,26-35,No,0,Travel_Frequently,Sales,3,3,Life Sciences,1,Male,2,Sales Executive,Married,7906,11042,10147,96,975,0,No,15,4,2,2,4,1,80,1,12,3,3,1,1,1,0,2023-12-09,2024-03-24,1010,Stockholm,Hybrid,Not applicable
194,40,36-45,No,0,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,3,Research Scientist,Married,6915,9162,24066,43,988,5,Yes,14,3,3,3,4,4,80,0,19,3,3,3,3,3,1,2021-12-31,2024-06-12,1015,Stockholm,No,Not applicable
195,50,46-55,No,0,Travel_Rarely,Research & Development,20,2,Life Sciences,1,Male,4,Research Scientist,Married,7998,9602,17185,48,1070,2,No,21,3,1,2,1,2,80,1,27,2,4,11,2,3,2,2013-11-06,2024-10-07,1020,Malmo,Hybrid,Not applicable
196,28,26-35,No,0,Travel_Rarely,Human Resources,2,3,Medical,1,Female,1,Human Resources,Divorced,3922,5464,5831,93,1375,1,No,12,3,4,4,4,2,80,1,7,2,1,7,0,7,2,2017-07-10,2024-05-16,1090,Helsinki,No,Not applicable
197,49,46-55,No,0,Travel_Frequently,Human Resources,5,4,Medical,1,Male,4,Manager,Married,20000,27408,18178,68,580,0,No,12,3,2,2,3,1,80,0,29,3,4,11,2,4,5,2013-12-11,2024-12-22,1046,Copenhagen,Hybrid,Not applicable
198,45,36-45,No,0,Non-Travel,Sales,9,3,Technical Degree,1,Male,4,Sales Executive,Married,8233,9948,8730,76,421,0,No,21,3,4,4,1,1,80,2,26,1,1,0,0,0,0,2024-01-05,2024-05-19,1065,Helsinki,Hybrid,Not applicable
